id_product;id_feature;id_feature_value;
"1673";"86";"2468";
"1673";"95";"2476";
"1673";"99";"67083";
"1673";"100";"67084";
"1673";"101";"18518";
"1673";"102";"18532";
"1673";"103";"18527";
"1674";"1";"134";
"1674";"9";"18669";
"1674";"48";"76";
"1674";"49";"117";
"1674";"54";"176";
"1674";"80";"2446";
"1674";"99";"47595";
"1674";"100";"47596";
"1674";"101";"18518";
"1674";"102";"18521";
"1674";"103";"18527";
"1675";"1";"13122";
"1675";"49";"23699";
"1675";"54";"178";
"1675";"66";"2417";
"1675";"80";"2445";
"1675";"99";"47579";
"1675";"100";"47580";
"1675";"101";"18518";
"1676";"1";"183";
"1676";"9";"18669";
"1676";"19";"52";
"1676";"48";"76";
"1676";"49";"172";
"1676";"54";"179";
"1676";"76";"2424";
"1676";"85";"2466";
"1676";"86";"2468";
"1676";"91";"2473";
"1676";"95";"2476";
"1676";"99";"47565";
"1676";"100";"47566";
"1676";"101";"18518";
"1676";"102";"18532";
"1677";"1";"181";
"1677";"8";"25";
"1677";"9";"18669";
"1677";"13";"40";
"1677";"19";"52";
"1677";"48";"76";
"1677";"49";"172";
"1677";"54";"178";
"1677";"66";"2417";
"1677";"76";"2424";
"1677";"80";"2450";
"1677";"85";"2466";
"1677";"86";"2468";
"1677";"91";"2473";
"1677";"95";"2476";
"1677";"96";"2478";
"1677";"97";"2477";
"1677";"99";"47563";
"1677";"100";"47564";
"1677";"101";"18518";
"1677";"102";"18532";
"1677";"103";"18527";
"1678";"99";"47567";
"1678";"100";"47568";
"1679";"1";"145";
"1679";"9";"18669";
"1679";"48";"75";
"1679";"49";"6206";
"1679";"54";"178";
"1679";"80";"2441";
"1679";"99";"47573";
"1679";"100";"47574";
"1679";"101";"18518";
"1679";"102";"18532";
"1680";"1";"183";
"1680";"8";"26";
"1680";"9";"18669";
"1680";"48";"76";
"1680";"49";"172";
"1680";"54";"179";
"1680";"76";"2424";
"1680";"85";"2466";
"1680";"86";"2468";
"1680";"91";"2473";
"1680";"95";"2476";
"1680";"99";"47603";
"1680";"100";"47604";
"1680";"101";"18518";
"1680";"102";"18522";
"1680";"103";"18527";
"1681";"1";"18668";
"1681";"9";"18669";
"1681";"19";"52";
"1681";"48";"76";
"1681";"49";"172";
"1681";"54";"178";
"1681";"76";"2424";
"1681";"80";"2445";
"1681";"85";"2466";
"1681";"86";"2468";
"1681";"91";"2473";
"1681";"95";"2476";
"1681";"96";"2478";
"1681";"99";"47557";
"1681";"100";"47558";
"1681";"101";"18518";
"1681";"102";"18532";
"1682";"1";"183";
"1682";"9";"18669";
"1682";"19";"52";
"1682";"48";"76";
"1682";"49";"18506";
"1682";"54";"179";
"1682";"76";"2424";
"1682";"80";"2446";
"1682";"85";"2466";
"1682";"86";"2468";
"1682";"91";"2473";
"1682";"95";"2476";
"1682";"96";"2478";
"1682";"99";"47569";
"1682";"100";"47570";
"1682";"101";"18518";
"1682";"102";"18532";
"1683";"99";"47605";
"1683";"100";"47606";
"1684";"1";"183";
"1684";"9";"29";
"1684";"48";"75";
"1684";"49";"146";
"1684";"54";"179";
"1684";"99";"47577";
"1684";"100";"47578";
"1684";"101";"18518";
"1684";"102";"18615";
"1684";"103";"18527";
"1685";"1";"187";
"1685";"9";"18669";
"1685";"48";"74";
"1685";"49";"18506";
"1685";"54";"177";
"1685";"76";"2424";
"1685";"80";"2445";
"1685";"91";"2473";
"1685";"95";"2476";
"1685";"96";"2478";
"1685";"99";"47581";
"1685";"100";"47582";
"1685";"101";"18519";
"1687";"1";"183";
"1687";"9";"18614";
"1687";"48";"74";
"1687";"49";"18506";
"1687";"54";"177";
"1687";"80";"2446";
"1687";"99";"47053";
"1687";"100";"47054";
"1687";"101";"18519";
"1687";"102";"18615";
"1687";"103";"18525";
"1688";"1";"183";
"1688";"9";"18669";
"1688";"19";"52";
"1688";"48";"76";
"1688";"49";"172";
"1688";"54";"178";
"1688";"66";"2417";
"1688";"76";"2424";
"1688";"85";"2466";
"1688";"86";"2468";
"1688";"91";"2473";
"1688";"95";"2476";
"1688";"96";"2478";
"1688";"99";"47601";
"1688";"100";"47602";
"1688";"101";"18518";
"1688";"102";"18532";
"1689";"1";"181";
"1689";"8";"25";
"1689";"9";"18614";
"1689";"11";"32";
"1689";"48";"74";
"1689";"49";"172";
"1689";"54";"177";
"1689";"80";"2441";
"1689";"85";"2466";
"1689";"86";"2468";
"1689";"99";"64837";
"1689";"100";"64838";
"1689";"101";"18518";
"1689";"102";"18615";
"1689";"103";"18527";
"1690";"1";"130";
"1690";"9";"18669";
"1690";"48";"75";
"1690";"49";"6206";
"1690";"54";"177";
"1690";"80";"2445";
"1690";"99";"55630";
"1690";"100";"55631";
"1690";"101";"18518";
"1691";"1";"183";
"1691";"8";"26";
"1691";"9";"18669";
"1691";"19";"52";
"1691";"34";"90";
"1691";"48";"74";
"1691";"49";"18506";
"1691";"54";"179";
"1691";"76";"2424";
"1691";"80";"2446";
"1691";"85";"2466";
"1691";"86";"2468";
"1691";"91";"2473";
"1691";"95";"2476";
"1691";"99";"38094";
"1691";"100";"38095";
"1691";"101";"18518";
"1691";"102";"18615";
"1691";"103";"18525";
"1692";"1";"181";
"1692";"9";"18669";
"1692";"48";"75";
"1692";"49";"18506";
"1692";"54";"178";
"1692";"76";"2424";
"1692";"91";"2473";
"1692";"99";"67547";
"1692";"100";"67548";
"1692";"101";"18519";
"1693";"1";"187";
"1693";"9";"18669";
"1693";"48";"75";
"1693";"49";"6206";
"1693";"54";"179";
"1693";"99";"47593";
"1693";"100";"47594";
"1693";"102";"18615";
"1694";"1";"187";
"1694";"49";"6206";
"1694";"54";"177";
"1694";"81";"2429";
"1694";"99";"29896";
"1694";"100";"29897";
"1695";"1";"116";
"1695";"8";"26";
"1695";"49";"6206";
"1695";"54";"179";
"1695";"81";"2429";
"1695";"99";"59262";
"1695";"100";"59263";
"1696";"1";"125";
"1696";"8";"26";
"1696";"48";"76";
"1696";"49";"23699";
"1696";"54";"177";
"1696";"59";"2410";
"1696";"99";"46999";
"1696";"100";"47000";
"1696";"101";"18517";
"1696";"102";"18522";
"1697";"1";"13122";
"1697";"8";"26";
"1697";"49";"23699";
"1697";"54";"177";
"1697";"99";"47571";
"1697";"100";"47572";
"1697";"101";"18517";
"1697";"102";"18522";
"1698";"1";"18861";
"1698";"9";"29";
"1698";"49";"133";
"1698";"54";"177";
"1698";"99";"40824";
"1698";"100";"40825";
"1698";"101";"18518";
"1698";"102";"22451";
"1699";"99";"33058";
"1699";"100";"33059";
"1700";"1";"125";
"1700";"9";"18669";
"1700";"48";"76";
"1700";"49";"133";
"1700";"54";"177";
"1700";"80";"2441";
"1700";"99";"16166";
"1700";"100";"16167";
"1700";"101";"18518";
"1700";"102";"22387";
"1700";"103";"22186";
"1701";"1";"116";
"1701";"8";"26";
"1701";"49";"128";
"1701";"54";"178";
"1701";"81";"2429";
"1701";"99";"16156";
"1701";"100";"16157";
"1702";"1";"130";
"1702";"48";"76";
"1702";"49";"6206";
"1702";"54";"178";
"1702";"99";"16906";
"1702";"100";"16907";
"1703";"1";"132";
"1703";"49";"146";
"1703";"54";"179";
"1703";"99";"42313";
"1703";"100";"42314";
"1703";"101";"18518";
"1703";"102";"18522";
"1704";"1";"49147";
"1704";"49";"172";
"1704";"54";"176";
"1704";"80";"2434";
"1704";"99";"68099";
"1704";"100";"68100";
"1704";"101";"18519";
"1704";"102";"18522";
"1706";"1";"15";
"1706";"49";"128";
"1706";"54";"178";
"1706";"99";"16204";
"1706";"100";"16205";
"1729";"1";"144";
"1729";"49";"146";
"1729";"54";"178";
"1729";"99";"50446";
"1729";"100";"50447";
"1730";"1";"145";
"1730";"49";"128";
"1730";"54";"178";
"1730";"99";"16214";
"1730";"100";"16215";
"1731";"1";"15";
"1731";"49";"146";
"1731";"54";"177";
"1731";"80";"2455";
"1731";"99";"40862";
"1731";"100";"40863";
"1731";"101";"18518";
"1731";"102";"18522";
"1732";"1";"168";
"1732";"9";"18669";
"1732";"48";"76";
"1732";"49";"175";
"1732";"54";"176";
"1732";"80";"2446";
"1732";"99";"16260";
"1732";"100";"16261";
"1732";"101";"18518";
"1732";"102";"18615";
"1732";"103";"18525";
"1733";"1";"125";
"1733";"9";"18669";
"1733";"48";"75";
"1733";"49";"124";
"1733";"54";"177";
"1733";"80";"2446";
"1733";"99";"58944";
"1733";"100";"58945";
"1733";"101";"18518";
"1733";"102";"18615";
"1734";"1";"136";
"1734";"9";"18614";
"1734";"48";"76";
"1734";"49";"13125";
"1734";"54";"176";
"1734";"80";"2448";
"1734";"81";"2429";
"1734";"99";"64302";
"1734";"100";"64303";
"1734";"101";"18518";
"1734";"102";"18615";
"1735";"99";"54601";
"1738";"1";"187";
"1738";"9";"18669";
"1738";"48";"75";
"1738";"49";"6206";
"1738";"54";"176";
"1738";"67";"2418";
"1738";"77";"2430";
"1738";"80";"2446";
"1738";"81";"2429";
"1738";"99";"42505";
"1738";"100";"42506";
"1738";"101";"18517";
"1738";"102";"18615";
"1738";"103";"18527";
"1739";"1";"125";
"1739";"9";"28";
"1739";"49";"139";
"1739";"54";"178";
"1739";"81";"2429";
"1739";"99";"65589";
"1739";"100";"65590";
"1740";"1";"127";
"1740";"49";"124";
"1740";"54";"178";
"1740";"59";"2410";
"1740";"85";"2466";
"1740";"86";"2468";
"1740";"99";"25049";
"1740";"100";"25050";
"1742";"1";"18861";
"1742";"8";"26";
"1742";"9";"18669";
"1742";"48";"75";
"1742";"49";"146";
"1742";"54";"179";
"1742";"80";"2446";
"1742";"99";"18416";
"1742";"100";"18417";
"1742";"101";"18517";
"1742";"102";"18521";
"1742";"103";"18527";
"1743";"1";"18861";
"1743";"8";"25";
"1743";"49";"146";
"1743";"54";"177";
"1743";"99";"67623";
"1743";"100";"67624";
"1743";"101";"18517";
"1743";"102";"18522";
"1744";"1";"20132";
"1744";"8";"25";
"1744";"9";"18669";
"1744";"48";"76";
"1744";"49";"172";
"1744";"54";"176";
"1744";"80";"2446";
"1744";"99";"60415";
"1744";"100";"60416";
"1744";"101";"18518";
"1744";"102";"18615";
"1744";"103";"18524";
"1745";"1";"134";
"1745";"8";"25";
"1745";"9";"18669";
"1745";"11";"32";
"1745";"19";"52";
"1745";"48";"76";
"1745";"49";"18507";
"1745";"54";"177";
"1745";"59";"2410";
"1745";"76";"2424";
"1745";"80";"2450";
"1745";"86";"2468";
"1745";"95";"2476";
"1745";"99";"67577";
"1745";"100";"67578";
"1745";"101";"18518";
"1745";"102";"18532";
"1747";"99";"30135";
"1747";"100";"30136";
"1748";"54";"176";
"1748";"99";"64847";
"1748";"100";"64848";
"1749";"99";"32508";
"1749";"100";"32509";
"1750";"99";"64845";
"1750";"100";"64846";
"1751";"1";"145";
"1751";"8";"25";
"1751";"9";"18669";
"1751";"48";"75";
"1751";"49";"6206";
"1751";"54";"177";
"1751";"80";"2441";
"1751";"99";"44886";
"1751";"100";"44887";
"1751";"101";"18518";
"1751";"102";"18615";
"1751";"103";"18524";
"1752";"1";"130";
"1752";"9";"18614";
"1752";"48";"75";
"1752";"49";"13125";
"1752";"54";"178";
"1752";"80";"2446";
"1752";"99";"38189";
"1752";"100";"38190";
"1752";"101";"18518";
"1752";"102";"18615";
"1752";"103";"18524";
"1752";"123";"44502";
"1753";"1";"134";
"1753";"9";"18614";
"1753";"48";"75";
"1753";"49";"117";
"1753";"54";"178";
"1753";"80";"2446";
"1753";"99";"55798";
"1753";"100";"55799";
"1753";"101";"18518";
"1753";"102";"18615";
"1753";"103";"18524";
"1753";"123";"44502";
"1754";"1";"18533";
"1754";"9";"18669";
"1754";"48";"76";
"1754";"49";"124";
"1754";"54";"177";
"1754";"80";"2446";
"1754";"99";"47757";
"1754";"100";"47758";
"1754";"101";"18518";
"1754";"102";"18615";
"1754";"103";"18527";
"1755";"1";"13122";
"1755";"9";"18669";
"1755";"48";"75";
"1755";"49";"13125";
"1755";"54";"176";
"1755";"80";"2446";
"1755";"99";"60691";
"1755";"100";"60692";
"1755";"101";"18518";
"1755";"102";"18532";
"1755";"103";"18527";
"1756";"99";"16962";
"1756";"100";"16963";
"1757";"1";"134";
"1757";"49";"117";
"1757";"54";"177";
"1757";"99";"60027";
"1757";"100";"60028";
"1757";"101";"18518";
"1757";"103";"18524";
"1758";"1";"135";
"1758";"8";"25";
"1758";"9";"29";
"1758";"48";"75";
"1758";"49";"4318";
"1758";"54";"177";
"1758";"80";"2445";
"1758";"81";"2429";
"1758";"99";"48118";
"1758";"100";"48119";
"1758";"101";"18518";
"1758";"102";"18532";
"1758";"103";"18527";
"1759";"49";"4318";
"1759";"54";"177";
"1759";"99";"66951";
"1759";"100";"66952";
"1759";"101";"18518";
"1759";"102";"18522";
"1760";"1";"18861";
"1760";"8";"25";
"1760";"9";"18669";
"1760";"48";"76";
"1760";"49";"6206";
"1760";"54";"176";
"1760";"80";"2446";
"1760";"99";"56622";
"1760";"100";"56623";
"1760";"101";"18518";
"1760";"102";"18615";
"1761";"1";"20132";
"1761";"9";"18669";
"1761";"48";"76";
"1761";"49";"6206";
"1761";"54";"176";
"1761";"80";"2446";
"1761";"99";"24924";
"1761";"100";"24925";
"1761";"101";"18518";
"1761";"102";"18615";
"1762";"99";"19563";
"1762";"100";"19564";
"1763";"99";"66925";
"1763";"100";"66926";
"1764";"1";"12487";
"1764";"49";"6206";
"1764";"54";"177";
"1764";"80";"2446";
"1764";"99";"45502";
"1764";"100";"45503";
"1764";"101";"22388";
"1764";"102";"18522";
"1765";"99";"18390";
"1765";"100";"18391";
"1766";"1";"187";
"1766";"9";"18669";
"1766";"48";"76";
"1766";"49";"146";
"1766";"54";"177";
"1766";"80";"2445";
"1766";"99";"25195";
"1766";"100";"25196";
"1766";"101";"18518";
"1766";"103";"18525";
"1767";"1";"20132";
"1767";"9";"18669";
"1767";"48";"75";
"1767";"54";"177";
"1767";"80";"2446";
"1767";"99";"57275";
"1767";"100";"57276";
"1767";"101";"18518";
"1767";"102";"18615";
"1767";"103";"18525";
"1768";"1";"187";
"1768";"9";"18669";
"1768";"48";"75";
"1768";"49";"6206";
"1768";"54";"176";
"1768";"80";"2446";
"1768";"99";"42507";
"1768";"100";"42508";
"1768";"101";"18518";
"1768";"102";"18615";
"1768";"103";"18527";
"1769";"1";"183";
"1769";"9";"18669";
"1769";"48";"75";
"1769";"49";"18506";
"1769";"54";"177";
"1769";"80";"2446";
"1769";"99";"55480";
"1769";"100";"55481";
"1769";"101";"18518";
"1769";"102";"18615";
"1770";"1";"134";
"1770";"9";"18669";
"1770";"48";"75";
"1770";"49";"117";
"1770";"54";"176";
"1770";"80";"2441";
"1770";"99";"47607";
"1770";"100";"47608";
"1770";"101";"18518";
"1770";"102";"18615";
"1770";"103";"18524";
"1771";"1";"18861";
"1771";"9";"18669";
"1771";"48";"75";
"1771";"49";"18507";
"1771";"54";"176";
"1771";"80";"2441";
"1771";"99";"47591";
"1771";"100";"47592";
"1771";"101";"18518";
"1771";"102";"18615";
"1771";"103";"18525";
"1772";"1";"130";
"1772";"8";"25";
"1772";"9";"29";
"1772";"10";"30";
"1772";"11";"32";
"1772";"13";"40";
"1772";"14";"42";
"1772";"17";"48";
"1772";"18";"50";
"1772";"19";"52";
"1772";"39";"79";
"1772";"46";"99";
"1772";"48";"76";
"1772";"49";"6206";
"1772";"54";"178";
"1772";"99";"25189";
"1772";"100";"25190";
"1773";"1";"134";
"1773";"9";"18614";
"1773";"54";"177";
"1773";"99";"28321";
"1773";"100";"28322";
"1773";"102";"18522";
"1774";"1";"125";
"1774";"8";"25";
"1774";"9";"18669";
"1774";"48";"76";
"1774";"49";"13125";
"1774";"54";"177";
"1774";"85";"2466";
"1774";"96";"2478";
"1774";"99";"45638";
"1774";"100";"45639";
"1774";"101";"18518";
"1774";"102";"18532";
"1775";"99";"17316";
"1775";"100";"17317";
"1776";"1";"181";
"1776";"9";"18669";
"1776";"48";"76";
"1776";"49";"172";
"1776";"54";"176";
"1776";"80";"2448";
"1776";"99";"30109";
"1776";"100";"30110";
"1776";"101";"18519";
"1776";"102";"18615";
"1776";"103";"18525";
"1777";"1";"20132";
"1777";"9";"18669";
"1777";"48";"75";
"1777";"54";"177";
"1777";"80";"2446";
"1777";"99";"17332";
"1777";"100";"17333";
"1777";"101";"18518";
"1777";"102";"18521";
"1777";"103";"18525";
"1778";"1";"183";
"1778";"9";"18669";
"1778";"48";"75";
"1778";"54";"177";
"1778";"80";"2446";
"1778";"99";"21840";
"1778";"100";"21841";
"1778";"101";"18518";
"1778";"102";"18521";
"1778";"103";"18525";
"1779";"1";"134";
"1779";"9";"18614";
"1779";"48";"75";
"1779";"49";"117";
"1779";"54";"177";
"1779";"80";"2441";
"1779";"99";"59060";
"1779";"100";"59061";
"1779";"101";"18518";
"1779";"102";"18615";
"1779";"103";"18524";
"1779";"123";"44503";
"1780";"1";"134";
"1780";"9";"18614";
"1780";"49";"117";
"1780";"54";"178";
"1780";"80";"2444";
"1780";"99";"59328";
"1780";"100";"59329";
"1780";"101";"18518";
"1780";"102";"18522";
"1780";"123";"44500";
"1781";"1";"13121";
"1781";"8";"25";
"1781";"9";"18614";
"1781";"48";"75";
"1781";"49";"133";
"1781";"54";"177";
"1781";"80";"2441";
"1781";"99";"58647";
"1781";"100";"58648";
"1781";"101";"18518";
"1781";"102";"18615";
"1781";"103";"18524";
"1781";"123";"44503";
"1782";"1";"145";
"1782";"9";"18614";
"1782";"48";"74";
"1782";"49";"13125";
"1782";"54";"179";
"1782";"80";"2448";
"1782";"99";"56365";
"1782";"100";"56366";
"1782";"101";"18518";
"1782";"102";"18615";
"1782";"103";"18525";
"1783";"54";"178";
"1783";"99";"64941";
"1783";"100";"64942";
"1784";"1";"134";
"1784";"48";"75";
"1784";"49";"139";
"1784";"54";"178";
"1784";"76";"2424";
"1784";"80";"2436";
"1784";"91";"2473";
"1784";"99";"67119";
"1784";"100";"67120";
"1784";"101";"22208";
"1785";"99";"18388";
"1785";"100";"18389";
"1786";"1";"181";
"1786";"9";"18669";
"1786";"54";"177";
"1786";"80";"2436";
"1786";"99";"28420";
"1786";"100";"28421";
"1787";"1";"12487";
"1787";"9";"18669";
"1787";"49";"6206";
"1787";"54";"177";
"1787";"80";"2446";
"1787";"99";"60781";
"1787";"100";"60782";
"1787";"101";"18519";
"1787";"102";"18522";
"1788";"18";"50";
"1788";"19";"52";
"1788";"36";"92";
"1788";"58";"2409";
"1788";"60";"2411";
"1788";"66";"2417";
"1788";"71";"2423";
"1788";"91";"2473";
"1788";"95";"2476";
"1788";"99";"50142";
"1788";"100";"50143";
"1789";"8";"25";
"1789";"11";"32";
"1789";"19";"52";
"1789";"36";"92";
"1789";"71";"2423";
"1789";"91";"2473";
"1789";"95";"2476";
"1789";"99";"19883";
"1789";"100";"19884";
"1790";"8";"25";
"1790";"19";"52";
"1790";"36";"92";
"1790";"58";"2409";
"1790";"59";"2410";
"1790";"91";"2473";
"1790";"95";"2476";
"1790";"99";"60001";
"1790";"100";"60002";
"1791";"8";"26";
"1791";"19";"52";
"1791";"36";"92";
"1791";"58";"2409";
"1791";"91";"2473";
"1791";"99";"64797";
"1791";"100";"64798";
"1792";"1";"123";
"1792";"8";"25";
"1792";"9";"18669";
"1792";"11";"32";
"1792";"19";"52";
"1792";"48";"75";
"1792";"49";"124";
"1792";"54";"177";
"1792";"58";"2409";
"1792";"60";"2411";
"1792";"72";"2422";
"1792";"85";"2466";
"1792";"91";"2473";
"1792";"95";"2476";
"1792";"99";"20933";
"1792";"100";"20934";
"1792";"101";"18518";
"1793";"99";"20944";
"1793";"100";"20945";
"1794";"18";"50";
"1794";"19";"52";
"1794";"58";"2409";
"1794";"60";"2411";
"1794";"91";"2473";
"1794";"99";"28022";
"1794";"100";"42662";
"1796";"99";"57039";
"1796";"100";"57040";
"1797";"99";"48068";
"1797";"100";"48069";
"1798";"99";"44236";
"1798";"100";"44237";
"1799";"1";"123";
"1799";"9";"18669";
"1799";"48";"76";
"1799";"49";"124";
"1799";"54";"177";
"1799";"80";"2448";
"1799";"99";"34270";
"1799";"100";"34271";
"1799";"101";"18518";
"1799";"102";"18532";
"1800";"1";"134";
"1800";"8";"25";
"1800";"49";"13125";
"1800";"54";"178";
"1800";"59";"2410";
"1800";"66";"2417";
"1800";"80";"2444";
"1800";"81";"2429";
"1800";"99";"38415";
"1800";"100";"38416";
"1800";"123";"44503";
"1801";"1";"125";
"1801";"8";"25";
"1801";"19";"52";
"1801";"49";"117";
"1801";"54";"177";
"1801";"80";"2461";
"1801";"81";"2429";
"1801";"99";"65823";
"1801";"100";"65824";
"1801";"101";"22390";
"1801";"103";"22393";
"1801";"123";"44503";
"1802";"1";"13121";
"1802";"8";"26";
"1802";"9";"27";
"1802";"19";"52";
"1802";"48";"76";
"1802";"49";"18507";
"1802";"54";"180";
"1802";"67";"2418";
"1802";"76";"2424";
"1802";"80";"2441";
"1802";"81";"2429";
"1802";"99";"66935";
"1802";"100";"66936";
"1802";"101";"18517";
"1802";"102";"18522";
"1802";"103";"18527";
"1803";"99";"23906";
"1803";"100";"23907";
"1804";"99";"43824";
"1804";"100";"43825";
"1805";"99";"18643";
"1805";"100";"21518";
"1806";"1";"18668";
"1806";"9";"18669";
"1806";"48";"75";
"1806";"49";"6206";
"1806";"54";"178";
"1806";"99";"47051";
"1806";"100";"47052";
"1806";"101";"18519";
"1806";"102";"18615";
"1806";"103";"18527";
"1807";"1";"18668";
"1807";"9";"29";
"1807";"48";"75";
"1807";"49";"18506";
"1807";"54";"176";
"1807";"99";"21689";
"1807";"100";"21429";
"1807";"101";"18517";
"1807";"102";"18521";
"1807";"103";"18526";
"1808";"1";"15";
"1808";"9";"29";
"1808";"48";"75";
"1808";"54";"178";
"1808";"99";"67841";
"1808";"100";"67842";
"1808";"101";"18517";
"1808";"102";"18521";
"1809";"1";"15";
"1809";"9";"29";
"1809";"48";"75";
"1809";"54";"177";
"1809";"99";"59645";
"1809";"100";"59646";
"1809";"101";"18517";
"1809";"102";"18521";
"1810";"1";"134";
"1810";"9";"29";
"1810";"48";"75";
"1810";"54";"178";
"1810";"99";"67635";
"1810";"100";"67636";
"1810";"101";"18517";
"1810";"102";"18521";
"1811";"1";"174";
"1811";"8";"25";
"1811";"9";"18669";
"1811";"23";"60";
"1811";"39";"79";
"1811";"48";"74";
"1811";"54";"176";
"1811";"67";"2418";
"1811";"69";"2420";
"1811";"86";"2468";
"1811";"87";"2467";
"1811";"91";"2473";
"1811";"99";"29838";
"1811";"100";"29839";
"1811";"101";"18519";
"1811";"103";"18524";
"1812";"1";"134";
"1812";"8";"25";
"1812";"9";"28";
"1812";"48";"76";
"1812";"49";"13125";
"1812";"54";"177";
"1812";"80";"2441";
"1812";"81";"2429";
"1812";"86";"2468";
"1812";"99";"58765";
"1812";"100";"58766";
"1812";"101";"18518";
"1812";"102";"18522";
"1812";"103";"18524";
"1812";"123";"44503";
"1813";"1";"13122";
"1813";"48";"75";
"1813";"54";"177";
"1813";"99";"47575";
"1813";"100";"47576";
"1813";"101";"18518";
"1815";"1";"134";
"1815";"9";"18614";
"1815";"48";"75";
"1815";"54";"177";
"1815";"99";"60029";
"1815";"100";"60030";
"1815";"101";"18517";
"1815";"103";"18524";
"1816";"1";"15";
"1816";"9";"18614";
"1816";"48";"75";
"1816";"49";"6206";
"1816";"54";"177";
"1816";"99";"30159";
"1816";"100";"30160";
"1816";"101";"18519";
"1816";"103";"18525";
"1817";"1";"13122";
"1817";"9";"29";
"1817";"48";"76";
"1817";"49";"128";
"1817";"54";"177";
"1817";"59";"2410";
"1817";"82";"2465";
"1817";"85";"2466";
"1817";"99";"44884";
"1817";"100";"44885";
"1817";"101";"18517";
"1817";"102";"18521";
"1818";"1";"13122";
"1818";"9";"29";
"1818";"48";"75";
"1818";"49";"128";
"1818";"54";"177";
"1818";"99";"39910";
"1818";"100";"39911";
"1818";"101";"18517";
"1818";"102";"18521";
"1819";"1";"13122";
"1819";"9";"29";
"1819";"48";"75";
"1819";"49";"128";
"1819";"54";"177";
"1819";"99";"44882";
"1819";"100";"44883";
"1819";"101";"18517";
"1819";"102";"18521";
"1820";"1";"174";
"1820";"9";"29";
"1820";"48";"74";
"1820";"54";"176";
"1820";"99";"45576";
"1820";"100";"45577";
"1820";"101";"18517";
"1820";"102";"18521";
"1820";"103";"18524";
"1821";"1";"123";
"1821";"9";"18669";
"1821";"48";"75";
"1821";"49";"139";
"1821";"54";"176";
"1821";"99";"59174";
"1821";"100";"59175";
"1821";"101";"18517";
"1821";"102";"18521";
"1822";"1";"125";
"1822";"9";"29";
"1822";"48";"76";
"1822";"49";"13125";
"1822";"54";"176";
"1822";"80";"2455";
"1822";"99";"49310";
"1822";"100";"49311";
"1822";"101";"18517";
"1822";"102";"18615";
"1824";"9";"29";
"1824";"48";"75";
"1824";"54";"176";
"1824";"99";"66699";
"1824";"100";"66700";
"1824";"101";"18518";
"1824";"102";"18532";
"1824";"103";"18527";
"1826";"1";"13121";
"1826";"8";"25";
"1826";"9";"18669";
"1826";"11";"32";
"1826";"13";"40";
"1826";"14";"42";
"1826";"19";"52";
"1826";"21";"56";
"1826";"48";"74";
"1826";"49";"133";
"1826";"54";"176";
"1826";"59";"2410";
"1826";"66";"2417";
"1826";"73";"2428";
"1826";"75";"2425";
"1826";"76";"2424";
"1826";"80";"2448";
"1826";"85";"2466";
"1826";"99";"59793";
"1826";"100";"59794";
"1826";"101";"18518";
"1826";"102";"18532";
"1826";"103";"18527";
"1827";"9";"29";
"1827";"48";"76";
"1827";"54";"176";
"1827";"99";"33645";
"1827";"100";"33646";
"1827";"101";"18517";
"1827";"102";"18521";
"1827";"103";"18525";
"1827";"104";"19118";
"1828";"1";"4279";
"1828";"9";"18669";
"1828";"48";"75";
"1828";"49";"4318";
"1828";"54";"176";
"1828";"99";"59391";
"1828";"100";"59392";
"1828";"101";"18517";
"1828";"102";"18532";
"1828";"103";"18525";
"1829";"1";"134";
"1829";"8";"25";
"1829";"9";"18669";
"1829";"13";"40";
"1829";"19";"52";
"1829";"21";"56";
"1829";"41";"94";
"1829";"48";"74";
"1829";"49";"146";
"1829";"54";"177";
"1829";"59";"2410";
"1829";"66";"2417";
"1829";"76";"2424";
"1829";"80";"2448";
"1829";"85";"2466";
"1829";"95";"2476";
"1829";"99";"50166";
"1829";"100";"50167";
"1829";"101";"18518";
"1829";"102";"18532";
"1829";"103";"18524";
"1830";"1";"11296";
"1830";"9";"29";
"1830";"48";"74";
"1830";"49";"124";
"1830";"54";"176";
"1830";"80";"2448";
"1830";"99";"19133";
"1830";"100";"19134";
"1830";"101";"18517";
"1830";"104";"19118";
"1831";"1";"18861";
"1831";"8";"25";
"1831";"9";"18669";
"1831";"19";"52";
"1831";"48";"75";
"1831";"54";"177";
"1831";"58";"2409";
"1831";"59";"2410";
"1831";"66";"2417";
"1831";"76";"2424";
"1831";"85";"2466";
"1831";"91";"2473";
"1831";"95";"2476";
"1831";"99";"23252";
"1831";"101";"18518";
"1831";"102";"18532";
"1831";"103";"18524";
"1917";"8";"25";
"1917";"9";"18669";
"1917";"54";"177";
"1917";"58";"2409";
"1917";"85";"2466";
"1917";"86";"2468";
"1917";"91";"2473";
"1917";"95";"2476";
"1917";"99";"23251";
"1917";"101";"18518";
"1918";"1";"6080";
"1918";"8";"25";
"1918";"9";"18669";
"1918";"48";"75";
"1918";"49";"117";
"1918";"54";"177";
"1918";"58";"2409";
"1918";"60";"2411";
"1918";"85";"2466";
"1918";"99";"20798";
"1918";"101";"18518";
"1918";"102";"18532";
"1924";"8";"25";
"1924";"19";"52";
"1924";"34";"90";
"1924";"54";"177";
"1924";"58";"2409";
"1924";"85";"2466";
"1924";"91";"2473";
"1924";"99";"20799";
"1924";"101";"18518";
