id_product;id_feature;id_feature_value;
"1179";"82";"2465";
"1179";"83";"2464";
"1179";"85";"2466";
"1179";"88";"2469";
"1179";"89";"2471";
"1179";"90";"2470";
"1179";"99";"36891";
"1179";"100";"36892";
"1179";"101";"18518";
"1180";"1";"13121";
"1180";"9";"18669";
"1180";"10";"30";
"1180";"13";"40";
"1180";"16";"46";
"1180";"17";"48";
"1180";"18";"50";
"1180";"21";"56";
"1180";"32";"87";
"1180";"47";"77";
"1180";"48";"75";
"1180";"49";"117";
"1180";"54";"178";
"1180";"77";"2430";
"1180";"80";"2445";
"1180";"81";"2429";
"1180";"85";"2466";
"1180";"99";"56279";
"1180";"100";"56280";
"1180";"101";"18518";
"1181";"1";"12487";
"1181";"8";"25";
"1181";"9";"29";
"1181";"11";"32";
"1181";"13";"40";
"1181";"18";"50";
"1181";"36";"92";
"1181";"39";"79";
"1181";"46";"99";
"1181";"48";"76";
"1181";"49";"6081";
"1181";"54";"180";
"1181";"58";"2409";
"1181";"60";"2411";
"1181";"91";"2473";
"1181";"99";"22011";
"1181";"100";"22012";
"1181";"101";"18518";
"1182";"1";"32597";
"1182";"49";"6206";
"1182";"54";"177";
"1182";"56";"2407";
"1182";"66";"2417";
"1182";"67";"2418";
"1182";"69";"2420";
"1182";"80";"2443";
"1182";"85";"2466";
"1182";"86";"2468";
"1182";"99";"68105";
"1182";"100";"68106";
"1182";"101";"22388";
"1182";"102";"18532";
"1184";"58";"2409";
"1184";"60";"2411";
"1184";"91";"2473";
"1184";"99";"48754";
"1184";"100";"48755";
"1185";"1";"121";
"1185";"8";"25";
"1185";"11";"33";
"1185";"48";"74";
"1185";"49";"6081";
"1185";"54";"177";
"1185";"58";"2409";
"1185";"60";"2411";
"1185";"67";"2418";
"1185";"86";"2468";
"1185";"89";"2471";
"1185";"91";"2473";
"1185";"98";"2479";
"1185";"99";"48734";
"1185";"100";"48735";
"1185";"101";"22390";
"1185";"102";"18522";
"1186";"1";"25951";
"1186";"8";"25";
"1186";"9";"18614";
"1186";"18";"50";
"1186";"48";"74";
"1186";"49";"6027";
"1186";"54";"177";
"1186";"58";"2409";
"1186";"60";"2411";
"1186";"85";"2466";
"1186";"86";"2468";
"1186";"91";"2473";
"1186";"99";"49356";
"1186";"100";"49357";
"1186";"101";"22386";
"1186";"102";"18532";
"1187";"58";"2409";
"1187";"60";"2411";
"1187";"91";"2473";
"1187";"99";"2952";
"1187";"100";"3763";
"1188";"1";"135";
"1188";"9";"18614";
"1188";"54";"177";
"1188";"60";"2411";
"1188";"82";"2465";
"1188";"86";"2468";
"1188";"89";"2471";
"1188";"95";"2476";
"1188";"98";"2479";
"1188";"99";"67609";
"1188";"100";"67610";
"1189";"60";"2411";
"1189";"62";"2413";
"1189";"64";"2415";
"1189";"82";"2465";
"1189";"86";"2468";
"1189";"96";"2478";
"1189";"99";"48696";
"1189";"100";"48697";
"1190";"1";"123";
"1190";"9";"18669";
"1190";"48";"75";
"1190";"54";"177";
"1190";"80";"2448";
"1190";"82";"2465";
"1190";"83";"2464";
"1190";"89";"2471";
"1190";"99";"23642";
"1190";"100";"23643";
"1190";"101";"18518";
"1190";"103";"18525";
"1191";"66";"2417";
"1191";"73";"2428";
"1191";"75";"2425";
"1191";"82";"2465";
"1191";"83";"2464";
"1191";"88";"2469";
"1191";"90";"2470";
"1191";"99";"63520";
"1191";"100";"63521";
"1192";"1";"123";
"1192";"9";"18669";
"1192";"48";"76";
"1192";"49";"139";
"1192";"54";"177";
"1192";"66";"2417";
"1192";"73";"2428";
"1192";"75";"2425";
"1192";"80";"2448";
"1192";"82";"2465";
"1192";"83";"2464";
"1192";"88";"2469";
"1192";"90";"2470";
"1192";"99";"55416";
"1192";"100";"55417";
"1192";"101";"18518";
"1192";"102";"18532";
"1192";"103";"22186";
"1193";"1";"125";
"1193";"9";"18669";
"1193";"48";"75";
"1193";"49";"13125";
"1193";"54";"177";
"1193";"66";"2417";
"1193";"73";"2428";
"1193";"75";"2425";
"1193";"76";"2424";
"1193";"80";"2448";
"1193";"82";"2465";
"1193";"83";"2464";
"1193";"85";"2466";
"1193";"88";"2469";
"1193";"89";"2471";
"1193";"90";"2470";
"1193";"99";"24611";
"1193";"100";"24612";
"1193";"101";"18518";
"1193";"102";"18532";
"1194";"1";"134";
"1194";"8";"25";
"1194";"9";"29";
"1194";"48";"75";
"1194";"49";"23698";
"1194";"54";"177";
"1194";"59";"2410";
"1194";"66";"2417";
"1194";"73";"2428";
"1194";"75";"2425";
"1194";"76";"2424";
"1194";"82";"2465";
"1194";"83";"2464";
"1194";"85";"2466";
"1194";"88";"2469";
"1194";"89";"2471";
"1194";"90";"2470";
"1194";"99";"63512";
"1194";"100";"63513";
"1194";"101";"18518";
"1195";"66";"2417";
"1195";"73";"2428";
"1195";"75";"2425";
"1195";"76";"2424";
"1195";"82";"2465";
"1195";"83";"2464";
"1195";"86";"2468";
"1195";"88";"2469";
"1195";"89";"2471";
"1195";"90";"2470";
"1195";"99";"50130";
"1195";"100";"50131";
"1196";"1";"123";
"1196";"9";"18669";
"1196";"48";"76";
"1196";"49";"139";
"1196";"54";"176";
"1196";"66";"2417";
"1196";"80";"2445";
"1196";"82";"2465";
"1196";"83";"2464";
"1196";"86";"2468";
"1196";"88";"2469";
"1196";"90";"2470";
"1196";"99";"16082";
"1196";"100";"16083";
"1196";"101";"18518";
"1197";"1";"121";
"1197";"8";"25";
"1197";"10";"30";
"1197";"16";"46";
"1197";"18";"50";
"1197";"21";"56";
"1197";"48";"75";
"1197";"54";"177";
"1197";"60";"2411";
"1197";"62";"2413";
"1197";"64";"2415";
"1197";"66";"2417";
"1197";"74";"2427";
"1197";"80";"2439";
"1197";"82";"2465";
"1197";"86";"2468";
"1197";"87";"2467";
"1197";"90";"2470";
"1197";"99";"49062";
"1197";"100";"49063";
"1198";"1";"142";
"1198";"8";"25";
"1198";"18";"50";
"1198";"21";"56";
"1198";"39";"79";
"1198";"54";"177";
"1198";"60";"2411";
"1198";"82";"2465";
"1198";"83";"2464";
"1198";"85";"2466";
"1198";"88";"2469";
"1198";"99";"68121";
"1198";"100";"68122";
"1199";"1";"184";
"1199";"8";"26";
"1199";"18";"50";
"1199";"32";"88";
"1199";"36";"92";
"1199";"54";"178";
"1199";"58";"2409";
"1199";"60";"2411";
"1199";"85";"2466";
"1199";"99";"67251";
"1199";"100";"67252";
"1200";"58";"2409";
"1200";"60";"2411";
"1200";"99";"59447";
"1200";"100";"59448";
"1201";"1";"4279";
"1201";"9";"18669";
"1201";"48";"75";
"1201";"49";"139";
"1201";"54";"178";
"1201";"60";"2411";
"1201";"80";"2448";
"1201";"99";"28475";
"1201";"100";"28476";
"1201";"101";"18518";
"1201";"102";"18522";
"1201";"103";"18525";
"1202";"1";"137";
"1202";"8";"25";
"1202";"48";"76";
"1202";"49";"4318";
"1202";"54";"176";
"1202";"66";"2417";
"1202";"75";"2425";
"1202";"82";"2465";
"1202";"83";"2464";
"1202";"85";"2466";
"1202";"86";"2468";
"1202";"93";"2475";
"1202";"96";"2478";
"1202";"97";"2477";
"1202";"99";"67607";
"1202";"100";"67608";
"1202";"101";"22390";
"1203";"1";"123";
"1203";"9";"18669";
"1203";"48";"76";
"1203";"49";"139";
"1203";"54";"176";
"1203";"66";"2417";
"1203";"75";"2425";
"1203";"80";"2446";
"1203";"82";"2465";
"1203";"83";"2464";
"1203";"86";"2468";
"1203";"93";"2475";
"1203";"96";"2478";
"1203";"97";"2477";
"1203";"99";"20258";
"1203";"100";"20259";
"1203";"101";"18518";
"1203";"102";"18532";
"1204";"1";"123";
"1204";"9";"18669";
"1204";"48";"76";
"1204";"49";"139";
"1204";"54";"176";
"1204";"66";"2417";
"1204";"75";"2425";
"1204";"80";"2445";
"1204";"82";"2465";
"1204";"83";"2464";
"1204";"86";"2468";
"1204";"93";"2475";
"1204";"96";"2478";
"1204";"97";"2477";
"1204";"99";"40124";
"1204";"100";"40125";
"1204";"101";"18518";
"1204";"102";"18532";
"1204";"103";"18524";
"1205";"66";"2417";
"1205";"75";"2425";
"1205";"82";"2465";
"1205";"83";"2464";
"1205";"86";"2468";
"1205";"93";"2475";
"1205";"96";"2478";
"1205";"97";"2477";
"1205";"99";"23856";
"1205";"100";"23857";
"1206";"79";"2431";
"1206";"80";"2436";
"1206";"81";"2429";
"1206";"83";"2464";
"1206";"86";"2468";
"1206";"89";"2471";
"1206";"98";"2479";
"1206";"99";"10655";
"1206";"100";"10656";
"1207";"83";"2464";
"1207";"86";"2468";
"1207";"89";"2471";
"1207";"98";"2479";
"1207";"99";"57881";
"1207";"100";"57882";
"1208";"66";"2417";
"1208";"82";"2465";
"1208";"86";"2468";
"1208";"93";"2475";
"1208";"99";"65763";
"1208";"100";"65764";
"1209";"66";"2417";
"1209";"82";"2465";
"1209";"86";"2468";
"1209";"93";"2475";
"1209";"99";"67973";
"1209";"100";"67974";
"1210";"1";"123";
"1210";"49";"124";
"1210";"54";"177";
"1210";"80";"2437";
"1210";"82";"2465";
"1210";"86";"2468";
"1210";"93";"2475";
"1210";"99";"67235";
"1210";"100";"67236";
"1210";"101";"18518";
"1211";"82";"2465";
"1211";"86";"2468";
"1211";"93";"2475";
"1211";"99";"20241";
"1211";"100";"20242";
"1212";"1";"140";
"1212";"9";"18669";
"1212";"48";"75";
"1212";"49";"4318";
"1212";"54";"177";
"1212";"66";"2417";
"1212";"75";"2425";
"1212";"80";"2448";
"1212";"86";"2468";
"1212";"90";"2470";
"1212";"99";"12327";
"1212";"100";"12328";
"1212";"101";"18518";
"1213";"66";"2417";
"1213";"73";"2428";
"1213";"75";"2425";
"1213";"83";"2464";
"1213";"86";"2468";
"1213";"90";"2470";
"1213";"99";"58605";
"1213";"100";"58606";
"1214";"1";"123";
"1214";"8";"25";
"1214";"9";"18669";
"1214";"10";"30";
"1214";"13";"40";
"1214";"18";"50";
"1214";"21";"56";
"1214";"39";"79";
"1214";"48";"76";
"1214";"49";"124";
"1214";"54";"177";
"1214";"59";"2410";
"1214";"66";"2417";
"1214";"75";"2425";
"1214";"77";"2430";
"1214";"80";"2446";
"1214";"81";"2429";
"1214";"85";"2466";
"1214";"86";"2468";
"1214";"99";"24411";
"1214";"100";"24412";
"1214";"101";"18518";
"1214";"102";"18532";
"1215";"82";"2465";
"1215";"83";"2464";
"1215";"86";"2468";
"1215";"90";"2470";
"1215";"99";"4878";
"1215";"100";"4879";
"1216";"1";"165";
"1216";"8";"25";
"1216";"10";"30";
"1216";"13";"40";
"1216";"16";"46";
"1216";"18";"50";
"1216";"21";"56";
"1216";"32";"87";
"1216";"54";"177";
"1216";"60";"2411";
"1216";"62";"2413";
"1216";"64";"2415";
"1216";"66";"2417";
"1216";"73";"2428";
"1216";"74";"2427";
"1216";"80";"2439";
"1216";"82";"2465";
"1216";"85";"2466";
"1216";"86";"2468";
"1216";"90";"2470";
"1216";"94";"2474";
"1216";"98";"2479";
"1216";"99";"57821";
"1216";"100";"57822";
"1217";"77";"2430";
"1217";"80";"2455";
"1217";"81";"2429";
"1217";"84";"2463";
"1217";"86";"2468";
"1217";"95";"2476";
"1217";"96";"2478";
"1217";"98";"2479";
"1217";"99";"57055";
"1217";"100";"57056";
"1217";"123";"44503";
"1218";"1";"23076";
"1218";"49";"23698";
"1218";"54";"177";
"1218";"80";"2443";
"1218";"85";"2466";
"1218";"95";"2476";
"1218";"99";"42043";
"1218";"100";"42044";
"1218";"101";"18518";
"1218";"102";"18522";
"1219";"85";"2466";
"1219";"99";"2977";
"1219";"100";"3788";
"1220";"1";"135";
"1220";"9";"18669";
"1220";"48";"75";
"1220";"49";"124";
"1220";"54";"177";
"1220";"66";"2417";
"1220";"73";"2428";
"1220";"75";"2425";
"1220";"80";"2446";
"1220";"82";"2465";
"1220";"83";"2464";
"1220";"86";"2468";
"1220";"88";"2469";
"1220";"92";"2472";
"1220";"99";"56343";
"1220";"100";"56344";
"1220";"101";"18518";
"1220";"102";"18532";
"1220";"103";"18527";
"1221";"1";"186";
"1221";"8";"25";
"1221";"9";"27";
"1221";"10";"30";
"1221";"18";"50";
"1221";"21";"56";
"1221";"32";"87";
"1221";"39";"79";
"1221";"48";"75";
"1221";"54";"177";
"1221";"60";"2411";
"1221";"62";"2413";
"1221";"64";"2415";
"1221";"82";"2465";
"1221";"83";"2464";
"1221";"85";"2466";
"1221";"93";"2475";
"1221";"96";"2478";
"1221";"99";"60153";
"1221";"100";"60154";
"1222";"60";"2411";
"1222";"62";"2413";
"1222";"64";"2415";
"1222";"74";"2427";
"1222";"80";"2437";
"1222";"81";"2429";
"1222";"82";"2465";
"1222";"85";"2466";
"1222";"96";"2478";
"1222";"99";"65495";
"1222";"100";"65496";
"1223";"69";"2420";
"1223";"75";"2425";
"1223";"82";"2465";
"1223";"83";"2464";
"1223";"91";"2473";
"1223";"95";"2476";
"1223";"99";"2981";
"1223";"100";"3792";
"1224";"58";"2409";
"1224";"60";"2411";
"1224";"62";"2413";
"1224";"68";"2419";
"1224";"83";"2464";
"1224";"85";"2466";
"1224";"89";"2471";
"1224";"91";"2473";
"1224";"99";"60301";
"1224";"100";"60302";
"1225";"1";"12487";
"1225";"9";"18669";
"1225";"48";"76";
"1225";"49";"170";
"1225";"54";"177";
"1225";"58";"2409";
"1225";"60";"2411";
"1225";"83";"2464";
"1225";"85";"2466";
"1225";"89";"2471";
"1225";"91";"2473";
"1225";"99";"64833";
"1225";"100";"64834";
"1225";"101";"18517";
"1226";"1";"142";
"1226";"9";"18669";
"1226";"48";"76";
"1226";"54";"179";
"1226";"58";"2409";
"1226";"60";"2411";
"1226";"83";"2464";
"1226";"85";"2466";
"1226";"89";"2471";
"1226";"91";"2473";
"1226";"99";"66083";
"1226";"100";"66084";
"1226";"101";"18517";
"1226";"102";"22387";
"1226";"103";"22392";
"1227";"78";"2432";
"1227";"80";"2444";
"1227";"81";"2429";
"1227";"88";"2469";
"1227";"99";"57345";
"1227";"100";"57346";
"1228";"78";"2432";
"1228";"80";"2444";
"1228";"81";"2429";
"1228";"88";"2469";
"1228";"99";"37464";
"1228";"100";"37465";
"1229";"1";"186";
"1229";"8";"25";
"1229";"18";"50";
"1229";"21";"56";
"1229";"34";"90";
"1229";"36";"92";
"1229";"39";"79";
"1229";"45";"98";
"1229";"48";"76";
"1229";"54";"176";
"1229";"60";"2411";
"1229";"85";"2466";
"1229";"99";"12800";
"1229";"100";"12801";
"1231";"60";"2411";
"1231";"85";"2466";
"1231";"99";"5362";
"1231";"100";"5363";
"1232";"1";"138";
"1232";"34";"90";
"1232";"45";"98";
"1232";"54";"176";
"1232";"60";"2411";
"1232";"85";"2466";
"1232";"99";"12804";
"1232";"100";"12805";
"1233";"54";"176";
"1233";"60";"2411";
"1233";"66";"2417";
"1233";"69";"2420";
"1233";"85";"2466";
"1233";"93";"2475";
"1233";"95";"2476";
"1233";"99";"58595";
"1233";"100";"58596";
"1234";"60";"2411";
"1234";"66";"2417";
"1234";"69";"2420";
"1234";"85";"2466";
"1234";"99";"5721";
"1234";"100";"5722";
"1235";"60";"2411";
"1235";"85";"2466";
"1235";"99";"12806";
"1235";"100";"12807";
"1236";"60";"2411";
"1236";"69";"2420";
"1236";"85";"2466";
"1236";"96";"2478";
"1236";"99";"2990";
"1236";"100";"3801";
"1237";"69";"2420";
"1237";"85";"2466";
"1237";"99";"2991";
"1237";"100";"3802";
"1238";"1";"186";
"1238";"10";"30";
"1238";"21";"56";
"1238";"32";"87";
"1238";"48";"76";
"1238";"54";"176";
"1238";"60";"2411";
"1238";"85";"2466";
"1238";"99";"12808";
"1238";"100";"12809";
"1239";"60";"2411";
"1239";"85";"2466";
"1239";"99";"12810";
"1239";"100";"12811";
"1240";"60";"2411";
"1240";"85";"2466";
"1240";"99";"12812";
"1240";"100";"12813";
"1241";"1";"123";
"1241";"13";"40";
"1241";"32";"87";
"1241";"54";"177";
"1241";"66";"2417";
"1241";"86";"2468";
"1241";"87";"2467";
"1241";"96";"2478";
"1241";"97";"2477";
"1241";"99";"16832";
"1241";"100";"16833";
"1242";"1";"123";
"1242";"8";"25";
"1242";"21";"56";
"1242";"36";"92";
"1242";"39";"79";
"1242";"54";"176";
"1242";"66";"2417";
"1242";"73";"2428";
"1242";"75";"2425";
"1242";"77";"2430";
"1242";"80";"2440";
"1242";"81";"2429";
"1242";"82";"2465";
"1242";"85";"2466";
"1242";"99";"54764";
"1242";"100";"54765";
"1243";"66";"2417";
"1243";"69";"2420";
"1243";"73";"2428";
"1243";"75";"2425";
"1243";"77";"2430";
"1243";"80";"2450";
"1243";"81";"2429";
"1243";"82";"2465";
"1243";"85";"2466";
"1243";"95";"2476";
"1243";"98";"2479";
"1243";"99";"56333";
"1243";"100";"56334";
"1244";"1";"134";
"1244";"9";"18614";
"1244";"48";"75";
"1244";"49";"117";
"1244";"54";"176";
"1244";"66";"2417";
"1244";"73";"2428";
"1244";"75";"2425";
"1244";"77";"2430";
"1244";"80";"2446";
"1244";"81";"2429";
"1244";"82";"2465";
"1244";"85";"2466";
"1244";"99";"56329";
"1244";"100";"56330";
"1244";"101";"18518";
"1244";"102";"18532";
"1244";"103";"18527";
"1245";"1";"123";
"1245";"9";"18614";
"1245";"48";"76";
"1245";"54";"176";
"1245";"66";"2417";
"1245";"73";"2428";
"1245";"75";"2425";
"1245";"77";"2430";
"1245";"80";"2445";
"1245";"81";"2429";
"1245";"82";"2465";
"1245";"85";"2466";
"1245";"99";"66013";
"1245";"100";"66014";
"1245";"101";"18518";
"1245";"102";"18615";
"1245";"103";"18527";
"1246";"1";"123";
"1246";"8";"25";
"1246";"18";"50";
"1246";"19";"52";
"1246";"48";"76";
"1246";"49";"139";
"1246";"54";"176";
"1246";"59";"2410";
"1246";"66";"2417";
"1246";"77";"2430";
"1246";"78";"2432";
"1246";"80";"2433";
"1246";"81";"2429";
"1246";"90";"2470";
"1246";"99";"55565";
"1246";"100";"55566";
"1247";"66";"2417";
"1247";"75";"2425";
"1247";"77";"2430";
"1247";"78";"2432";
"1247";"80";"2437";
"1247";"81";"2429";
"1247";"86";"2468";
"1247";"90";"2470";
"1247";"99";"5292";
"1247";"100";"5293";
"1248";"1";"134";
"1248";"8";"25";
"1248";"11";"33";
"1248";"18";"50";
"1248";"46";"99";
"1248";"48";"74";
"1248";"49";"117";
"1248";"54";"176";
"1248";"77";"2430";
"1248";"78";"2432";
"1248";"80";"2433";
"1248";"81";"2429";
"1248";"90";"2470";
"1248";"99";"61722";
"1248";"100";"61723";
"1249";"1";"165";
"1249";"8";"25";
"1249";"10";"30";
"1249";"11";"33";
"1249";"16";"46";
"1249";"18";"50";
"1249";"21";"56";
"1249";"39";"79";
"1249";"48";"75";
"1249";"54";"176";
"1249";"60";"2411";
"1249";"62";"2413";
"1249";"64";"2415";
"1249";"66";"2417";
"1249";"73";"2428";
"1249";"74";"2427";
"1249";"78";"2432";
"1249";"82";"2465";
"1249";"85";"2466";
"1249";"86";"2468";
"1249";"90";"2470";
"1249";"99";"58878";
"1249";"100";"58879";
"1250";"1";"165";
"1250";"8";"25";
"1250";"10";"30";
"1250";"11";"32";
"1250";"13";"40";
"1250";"21";"56";
"1250";"48";"76";
"1250";"54";"176";
"1250";"60";"2411";
"1250";"62";"2413";
"1250";"64";"2415";
"1250";"66";"2417";
"1250";"73";"2428";
"1250";"78";"2432";
"1250";"80";"2450";
"1250";"81";"2429";
"1250";"85";"2466";
"1250";"86";"2468";
"1250";"90";"2470";
"1250";"99";"67933";
"1250";"100";"67934";
"1251";"1";"23076";
"1251";"66";"2417";
"1251";"75";"2425";
"1251";"80";"2450";
"1251";"81";"2429";
"1251";"85";"2466";
"1251";"86";"2468";
"1251";"90";"2470";
"1251";"95";"2476";
"1251";"99";"56528";
"1251";"100";"56529";
"1252";"66";"2417";
"1252";"75";"2425";
"1252";"80";"2450";
"1252";"81";"2429";
"1252";"85";"2466";
"1252";"86";"2468";
"1252";"90";"2470";
"1252";"95";"2476";
"1252";"99";"5076";
"1252";"100";"5077";
"1253";"66";"2417";
"1253";"75";"2425";
"1253";"80";"2450";
"1253";"81";"2429";
"1253";"85";"2466";
"1253";"86";"2468";
"1253";"90";"2470";
"1253";"99";"12921";
"1253";"100";"12922";
"1254";"1";"13121";
"1254";"9";"18614";
"1254";"48";"74";
"1254";"49";"13125";
"1254";"54";"176";
"1254";"66";"2417";
"1254";"75";"2425";
"1254";"80";"2450";
"1254";"81";"2429";
"1254";"85";"2466";
"1254";"86";"2468";
"1254";"90";"2470";
"1254";"99";"38929";
"1254";"100";"38930";
"1255";"66";"2417";
"1255";"75";"2425";
"1255";"80";"2450";
"1255";"81";"2429";
"1255";"85";"2466";
"1255";"86";"2468";
"1255";"90";"2470";
"1255";"99";"49024";
"1255";"100";"49025";
"1256";"84";"2463";
"1256";"86";"2468";
"1256";"96";"2478";
"1256";"99";"59308";
"1256";"100";"59309";
"1257";"67";"2418";
"1257";"86";"2468";
"1257";"89";"2471";
"1257";"91";"2473";
"1257";"98";"2479";
"1257";"99";"3008";
"1257";"100";"3819";
"1260";"91";"2473";
"1260";"99";"11503";
"1260";"100";"11504";
"1263";"86";"2468";
"1263";"95";"2476";
"1263";"99";"67245";
"1263";"100";"67246";
"1264";"86";"2468";
"1264";"95";"2476";
"1264";"99";"3011";
"1264";"100";"3822";
"1265";"86";"2468";
"1265";"95";"2476";
"1265";"99";"3012";
"1265";"100";"3823";
"1266";"86";"2468";
"1266";"95";"2476";
"1266";"99";"3013";
"1266";"100";"3824";
"1267";"1";"13122";
"1267";"9";"18614";
"1267";"48";"76";
"1267";"49";"13125";
"1267";"54";"176";
"1267";"77";"2430";
"1267";"80";"2441";
"1267";"81";"2429";
"1267";"84";"2463";
"1267";"86";"2468";
"1267";"96";"2478";
"1267";"98";"2479";
"1267";"99";"60041";
"1267";"100";"60042";
"1267";"101";"18518";
"1267";"102";"22387";
"1267";"103";"18524";
"1267";"123";"44503";
"1268";"77";"2430";
"1268";"80";"2443";
"1268";"81";"2429";
"1268";"84";"2463";
"1268";"86";"2468";
"1268";"96";"2478";
"1268";"98";"2479";
"1268";"99";"3015";
"1268";"100";"3826";
"1268";"123";"44503";
"1271";"1";"123";
"1271";"8";"25";
"1271";"54";"177";
"1271";"78";"2432";
"1271";"80";"2439";
"1271";"81";"2429";
"1271";"85";"2466";
"1271";"89";"2471";
"1271";"98";"2479";
"1271";"99";"3016";
"1271";"100";"3827";
"1274";"1";"123";
"1274";"8";"25";
"1274";"9";"28";
"1274";"18";"50";
"1274";"39";"79";
"1274";"48";"74";
"1274";"49";"124";
"1274";"54";"177";
"1274";"78";"2432";
"1274";"80";"2439";
"1274";"81";"2429";
"1274";"85";"2466";
"1274";"89";"2471";
"1274";"98";"2479";
"1274";"99";"58021";
"1274";"100";"58022";
"1279";"67";"2418";
"1279";"73";"2428";
"1279";"83";"2464";
"1279";"86";"2468";
"1279";"89";"2471";
"1279";"91";"2473";
"1279";"95";"2476";
"1279";"99";"3019";
"1279";"100";"3830";
"1280";"1";"130";
"1280";"8";"25";
"1280";"19";"52";
"1280";"32";"88";
"1280";"48";"74";
"1280";"54";"176";
"1280";"68";"2419";
"1280";"74";"2427";
"1280";"83";"2464";
"1280";"86";"2468";
"1280";"89";"2471";
"1280";"91";"2473";
"1280";"95";"2476";
"1280";"99";"29209";
"1280";"100";"29210";
"1281";"83";"2464";
"1281";"85";"2466";
"1281";"91";"2473";
"1281";"96";"2478";
"1281";"99";"3021";
"1281";"100";"3832";
"1285";"66";"2417";
"1285";"68";"2419";
"1285";"71";"2423";
"1285";"75";"2425";
"1285";"83";"2464";
"1285";"85";"2466";
"1285";"88";"2469";
"1285";"89";"2471";
"1285";"90";"2470";
"1285";"91";"2473";
"1285";"95";"2476";
"1285";"98";"2479";
"1285";"99";"3023";
"1285";"100";"3834";
"1286";"1";"4279";
"1286";"49";"143";
"1286";"54";"177";
"1286";"68";"2419";
"1286";"71";"2423";
"1286";"83";"2464";
"1286";"85";"2466";
"1286";"89";"2471";
"1286";"91";"2473";
"1286";"95";"2476";
"1286";"98";"2479";
"1286";"99";"50378";
"1286";"100";"50379";
"1286";"101";"18518";
"1286";"102";"18522";
"1287";"83";"2464";
"1287";"85";"2466";
"1287";"89";"2471";
"1287";"91";"2473";
"1287";"99";"3025";
"1287";"100";"3836";
"1288";"1";"137";
"1288";"54";"177";
"1288";"83";"2464";
"1288";"85";"2466";
"1288";"89";"2471";
"1288";"91";"2473";
"1288";"99";"62528";
"1288";"100";"62529";
"1288";"101";"18517";
"1289";"83";"2464";
"1289";"85";"2466";
"1289";"89";"2471";
"1289";"91";"2473";
"1289";"95";"2476";
"1289";"99";"3027";
"1289";"100";"3838";
"1291";"67";"2418";
"1291";"69";"2420";
"1291";"76";"2424";
"1291";"77";"2430";
"1291";"78";"2432";
"1291";"80";"2443";
"1291";"81";"2429";
"1291";"85";"2466";
"1291";"88";"2469";
"1291";"91";"2473";
"1291";"95";"2476";
"1291";"99";"65737";
"1291";"100";"65738";
"1292";"67";"2418";
"1292";"69";"2420";
"1292";"76";"2424";
"1292";"77";"2430";
"1292";"78";"2432";
"1292";"80";"2443";
"1292";"81";"2429";
"1292";"85";"2466";
"1292";"88";"2469";
"1292";"91";"2473";
"1292";"95";"2476";
"1292";"99";"65735";
"1292";"100";"65736";
"1293";"67";"2418";
"1293";"69";"2420";
"1293";"76";"2424";
"1293";"77";"2430";
"1293";"78";"2432";
"1293";"80";"2443";
"1293";"81";"2429";
"1293";"85";"2466";
"1293";"88";"2469";
"1293";"91";"2473";
"1293";"95";"2476";
"1293";"99";"46901";
"1293";"100";"46902";
"1294";"67";"2418";
"1294";"69";"2420";
"1294";"76";"2424";
"1294";"77";"2430";
"1294";"78";"2432";
"1294";"80";"2443";
"1294";"81";"2429";
"1294";"85";"2466";
"1294";"88";"2469";
"1294";"91";"2473";
"1294";"95";"2476";
"1294";"99";"57667";
"1294";"100";"57668";
"1295";"1";"125";
"1295";"8";"25";
"1295";"9";"27";
"1295";"10";"30";
"1295";"11";"32";
"1295";"13";"40";
"1295";"14";"42";
"1295";"21";"56";
"1295";"34";"90";
"1295";"39";"79";
"1295";"47";"77";
"1295";"48";"75";
"1295";"49";"124";
"1295";"54";"177";
"1295";"59";"2410";
"1295";"66";"2417";
"1295";"68";"2419";
"1295";"69";"2420";
"1295";"75";"2425";
"1295";"77";"2430";
"1295";"81";"2429";
"1295";"84";"2463";
"1295";"85";"2466";
"1295";"86";"2468";
"1295";"88";"2469";
"1295";"89";"2471";
"1295";"99";"49332";
"1295";"100";"49333";
"1296";"99";"25043";
"1296";"100";"25044";
"1297";"1";"13121";
"1297";"8";"25";
"1297";"9";"27";
"1297";"10";"30";
"1297";"13";"40";
"1297";"19";"52";
"1297";"21";"56";
"1297";"36";"92";
"1297";"39";"79";
"1297";"41";"94";
"1297";"47";"77";
"1297";"48";"75";
"1297";"49";"128";
"1297";"54";"177";
"1297";"59";"2410";
"1297";"63";"2414";
"1297";"66";"2417";
"1297";"67";"2418";
"1297";"73";"2428";
"1297";"75";"2425";
"1297";"76";"2424";
"1297";"82";"2465";
"1297";"83";"2464";
"1297";"85";"2466";
"1297";"86";"2468";
"1297";"88";"2469";
"1297";"89";"2471";
"1297";"90";"2470";
"1297";"99";"39565";
"1297";"100";"39566";
"1298";"66";"2417";
"1298";"73";"2428";
"1298";"75";"2425";
"1298";"76";"2424";
"1298";"82";"2465";
"1298";"83";"2464";
"1298";"88";"2469";
"1298";"89";"2471";
"1298";"90";"2470";
"1298";"99";"42465";
"1298";"100";"42466";
"1299";"1";"127";
"1299";"8";"25";
"1299";"9";"18614";
"1299";"48";"74";
"1299";"49";"128";
"1299";"54";"176";
"1299";"77";"2430";
"1299";"80";"2441";
"1299";"81";"2429";
