id_product;id_image;position;cover;
"1";"1358";"1";"";
"1";"1359";"2";"";
"1";"1360";"3";"";
"1";"4305";"4";"";
"1";"20308";"5";"1";
"3";"160";"1";"";
"3";"6109";"2";"";
"3";"10047";"3";"";
"3";"10320";"4";"1";
"3";"10321";"5";"";
"3";"10322";"6";"";
"3";"10323";"7";"";
"3";"10327";"8";"";
"3";"10324";"9";"";
"3";"10325";"10";"";
"3";"10326";"11";"";
"3";"10520";"12";"";
"3";"10521";"13";"";
"5";"168";"1";"";
"5";"169";"2";"1";
"5";"170";"3";"";
"5";"171";"4";"";
"5";"172";"5";"";
"5";"173";"6";"";
"5";"174";"7";"";
"5";"175";"8";"";
"7";"5071";"1";"";
"7";"5818";"2";"";
"7";"5820";"3";"";
"7";"5819";"4";"";
"7";"4961";"5";"";
"7";"5821";"6";"";
"7";"5966";"7";"";
"7";"5857";"8";"";
"7";"5973";"9";"";
"7";"5965";"10";"";
"7";"5972";"11";"";
"7";"4957";"12";"";
"7";"4960";"13";"";
"7";"663";"14";"";
"7";"5858";"15";"";
"7";"4959";"16";"";
"7";"5975";"17";"";
"7";"5967";"18";"1";
"7";"5974";"19";"";
"7";"5978";"20";"";
"7";"8400";"21";"";
"7";"8401";"22";"";
"7";"8402";"23";"";
"7";"8403";"24";"";
"7";"8764";"25";"";
"7";"11421";"26";"";
"7";"11422";"27";"";
"7";"11423";"28";"";
"7";"11424";"29";"";
"7";"11425";"30";"";
"7";"11426";"31";"";
"7";"11427";"32";"";
"7";"11428";"33";"";
"8";"10343";"1";"1";
"8";"10345";"2";"";
"8";"10344";"3";"";
"8";"10348";"4";"";
"8";"10349";"5";"";
"9";"3733";"1";"1";
"9";"1489";"2";"";
"9";"3735";"3";"";
"9";"3732";"4";"";
"9";"1488";"5";"";
"9";"1490";"6";"";
"10";"186";"1";"";
"10";"189";"2";"";
"10";"2507";"3";"";
"10";"188";"4";"";
"10";"190";"5";"";
"10";"2620";"6";"";
"10";"3143";"7";"1";
"11";"191";"1";"";
"11";"1760";"2";"";
"11";"1761";"3";"";
"11";"1762";"4";"";
"11";"10378";"5";"";
"11";"11347";"6";"1";
"11";"12748";"7";"";
"13";"209";"1";"";
"13";"4799";"2";"";
"13";"4800";"3";"";
"13";"4801";"4";"";
"13";"4802";"5";"";
"13";"4803";"6";"1";
"14";"4409";"1";"";
"14";"4410";"2";"";
"14";"7881";"3";"";
"14";"7882";"4";"";
"14";"7883";"5";"";
"14";"8679";"6";"";
"14";"8680";"7";"";
"14";"8681";"8";"1";
"14";"8682";"9";"";
"14";"8683";"10";"";
"14";"8684";"11";"";
"14";"8685";"12";"";
"14";"8686";"13";"";
"14";"8687";"14";"";
"14";"8688";"15";"";
"14";"8727";"16";"";
"14";"8728";"17";"";
"15";"3940";"1";"";
"15";"215";"2";"";
"15";"217";"3";"";
"15";"17765";"4";"";
"15";"17766";"5";"";
"15";"17767";"6";"";
"15";"17768";"7";"1";
"16";"3071";"1";"";
"16";"4189";"2";"";
"16";"7422";"3";"";
"16";"7423";"4";"1";
"16";"9464";"5";"";
"16";"9465";"6";"";
"16";"9466";"7";"";
"18";"227";"1";"";
"18";"228";"2";"";
"18";"10489";"3";"1";
"18";"10490";"4";"";
"18";"11370";"5";"";
"18";"11517";"6";"";
"19";"6071";"1";"";
"19";"6070";"2";"";
"19";"6069";"3";"";
"19";"2059";"4";"";
"19";"6072";"5";"";
"19";"229";"6";"";
"19";"5647";"7";"";
"19";"5648";"8";"";
"19";"6067";"9";"";
"19";"6068";"10";"";
"19";"2801";"11";"";
"19";"2089";"12";"";
"19";"2088";"13";"";
"19";"6073";"14";"";
"19";"7020";"15";"";
"19";"7021";"16";"";
"19";"7022";"17";"1";
"19";"14415";"18";"";
"21";"3131";"1";"";
"21";"9290";"2";"";
"21";"13006";"3";"";
"21";"13007";"4";"1";
"21";"13008";"5";"";
"23";"2237";"1";"1";
"23";"2234";"2";"";
"23";"1758";"3";"";
"23";"2236";"4";"";
"23";"1759";"5";"";
"23";"3132";"6";"";
"23";"3305";"7";"";
"25";"3960";"1";"";
"25";"2056";"2";"";
"25";"4805";"3";"1";
"25";"4806";"4";"";
"25";"4808";"5";"";
"25";"4809";"6";"";
"25";"4810";"7";"";
"25";"4811";"8";"";
"25";"5435";"9";"";
"25";"5436";"10";"";
"25";"5610";"11";"";
"25";"5900";"12";"";
"25";"5901";"13";"";
"25";"5903";"14";"";
"25";"5909";"15";"";
"25";"5910";"16";"";
"25";"5911";"17";"";
"25";"5912";"18";"";
"25";"5904";"19";"";
"25";"5906";"20";"";
"25";"5907";"21";"";
"25";"5908";"22";"";
"25";"10076";"23";"";
"25";"10077";"24";"";
"25";"10079";"25";"";
"25";"10078";"26";"";
"26";"1564";"1";"";
"26";"2051";"2";"";
"26";"2052";"3";"";
"26";"2053";"4";"";
"26";"2054";"5";"1";
"26";"8903";"6";"";
"26";"8904";"7";"";
"27";"2849";"1";"";
"27";"5855";"2";"";
"27";"6018";"3";"";
"27";"6019";"4";"";
"27";"6020";"5";"";
"27";"6023";"6";"1";
"27";"6027";"7";"";
"27";"6025";"8";"";
"27";"6030";"9";"";
"27";"6021";"10";"";
"27";"1829";"11";"";
"27";"6032";"12";"";
"27";"1830";"13";"";
"27";"6022";"14";"";
"27";"6024";"15";"";
"27";"6028";"16";"";
"27";"6029";"17";"";
"27";"6031";"18";"";
"27";"6033";"19";"";
"27";"6034";"20";"";
"27";"6083";"21";"";
"27";"8713";"22";"";
"27";"9056";"23";"";
"27";"9057";"24";"";
"27";"9298";"25";"";
"28";"3711";"1";"1";
"28";"263";"2";"";
"28";"264";"3";"";
"30";"269";"1";"";
"30";"270";"2";"";
"30";"12829";"3";"";
"30";"14421";"4";"1";
"31";"4444";"1";"";
"31";"4445";"2";"";
"31";"5131";"3";"";
"31";"5132";"4";"";
"31";"5133";"5";"";
"31";"6857";"6";"";
"31";"8416";"7";"";
"31";"8417";"8";"1";
"31";"8418";"9";"";
"31";"8419";"10";"";
"31";"14739";"11";"";
"33";"4490";"1";"";
"33";"4491";"2";"";
"33";"4492";"3";"";
"33";"6858";"4";"";
"33";"6859";"5";"";
"33";"6860";"6";"";
"33";"6861";"7";"";
"33";"6883";"8";"";
"33";"6884";"9";"";
"33";"6885";"10";"";
"33";"6886";"11";"";
"33";"6887";"12";"";
"33";"6888";"13";"";
"33";"6889";"14";"";
"33";"6890";"15";"";
"33";"6891";"16";"";
"33";"6892";"17";"";
"33";"9226";"18";"";
"33";"11461";"19";"";
"33";"14805";"20";"1";
"37";"7257";"1";"";
"37";"7258";"2";"";
"37";"7259";"3";"";
"37";"7260";"4";"";
"37";"7261";"5";"";
"37";"7263";"6";"";
"37";"7266";"7";"";
"37";"7267";"8";"";
"37";"7268";"9";"";
"37";"7269";"10";"";
"37";"7270";"11";"";
"37";"12139";"12";"1";
"39";"2777";"1";"1";
"39";"2778";"2";"";
"41";"3563";"1";"";
"41";"1655";"2";"";
"41";"5521";"3";"";
"41";"10175";"4";"1";
"41";"10176";"5";"";
"41";"10177";"6";"";
"41";"10178";"7";"";
"41";"12819";"8";"";
"45";"318";"1";"";
"45";"319";"2";"";
"45";"320";"3";"1";
"45";"321";"4";"";
"45";"1481";"5";"";
"45";"1568";"6";"";
"45";"6535";"7";"";
"45";"6536";"8";"";
"46";"322";"1";"";
"46";"323";"2";"";
"46";"324";"3";"";
"46";"4463";"4";"";
"46";"14679";"5";"";
"46";"14680";"6";"";
"46";"14681";"7";"1";
"48";"2825";"1";"";
"48";"2826";"2";"";
"48";"2852";"3";"";
"48";"2827";"4";"";
"48";"8739";"5";"";
"48";"9425";"6";"";
"48";"12997";"7";"1";
"49";"3454";"1";"";
"49";"3453";"2";"";
"49";"14380";"3";"";
"49";"14381";"4";"1";
"49";"14382";"5";"";
"50";"335";"1";"";
"50";"336";"2";"1";
"50";"337";"3";"";
"50";"338";"4";"";
"50";"340";"5";"";
"50";"2828";"6";"";
"50";"2829";"7";"";
"52";"13086";"1";"1";
"52";"13087";"2";"";
"52";"13088";"3";"";
"52";"19158";"4";"";
"53";"372";"1";"";
"53";"371";"2";"";
"53";"4899";"3";"1";
"54";"3538";"1";"";
"54";"379";"2";"";
"54";"13090";"3";"";
"54";"13091";"4";"1";
"54";"13092";"5";"";
"54";"13093";"6";"";
"54";"14530";"7";"";
"56";"2172";"1";"";
"56";"382";"2";"";
"56";"383";"3";"";
"56";"9945";"4";"";
"56";"9947";"5";"";
"56";"9948";"6";"";
"56";"9949";"7";"";
"56";"9950";"8";"1";
"56";"9952";"9";"";
"56";"9956";"10";"";
"56";"9957";"11";"";
"56";"10018";"12";"";
"56";"10019";"13";"";
"56";"10020";"14";"";
"56";"10021";"15";"";
"56";"10022";"16";"";
"56";"10023";"17";"";
"56";"17053";"18";"";
"56";"17054";"19";"";
"56";"17055";"20";"";
"57";"15540";"1";"1";
"57";"15541";"2";"";
"57";"15543";"3";"";
"57";"8651";"4";"";
"57";"8653";"5";"";
"57";"9061";"6";"";
"57";"9062";"7";"";
"57";"14542";"8";"";
"57";"15542";"9";"";
"58";"6807";"1";"";
"58";"9774";"2";"";
"58";"9775";"3";"";
"58";"10261";"4";"";
"58";"10262";"5";"";
"58";"10263";"6";"";
"58";"10317";"7";"";
"58";"12701";"8";"";
"58";"12702";"9";"";
"58";"12703";"10";"";
"58";"12704";"11";"";
"58";"12705";"12";"";
"58";"12706";"13";"";
"58";"12707";"14";"";
"58";"12739";"15";"1";
"58";"12800";"16";"";
"59";"4969";"1";"";
"59";"5120";"2";"";
"59";"10129";"3";"";
"59";"10130";"4";"";
"59";"10131";"5";"";
"59";"10132";"6";"";
"59";"10133";"7";"";
"59";"12730";"8";"";
"59";"12731";"9";"1";
"59";"12732";"10";"";
"59";"12733";"11";"";
"60";"9318";"1";"1";
"60";"9319";"2";"";
"60";"9320";"3";"";
"60";"9321";"4";"";
"61";"5852";"1";"";
"61";"5853";"2";"";
"61";"9314";"3";"";
"61";"9315";"4";"";
"61";"9316";"5";"1";
"61";"9317";"6";"";
"61";"9325";"7";"";
"61";"9326";"8";"";
"61";"10201";"9";"";
"61";"10563";"10";"";
"61";"14531";"11";"";
"61";"14710";"12";"";
"62";"5736";"1";"";
"62";"5744";"2";"";
"62";"6817";"3";"";
"62";"6985";"4";"";
"62";"6986";"5";"";
"62";"7611";"6";"";
"62";"7612";"7";"1";
"62";"7614";"8";"";
"62";"7707";"9";"";
"62";"9060";"10";"";
"62";"10502";"11";"";
"62";"10503";"12";"";
"62";"10811";"13";"";
"62";"10812";"14";"";
"62";"16004";"15";"";
"62";"16005";"16";"";
"63";"7251";"1";"1";
"63";"7312";"2";"";
"63";"7313";"3";"";
"63";"7252";"4";"";
"63";"7253";"5";"";
"63";"7255";"6";"";
"63";"408";"7";"";
"63";"7254";"8";"";
"63";"7256";"9";"";
"63";"14459";"10";"";
"64";"3429";"1";"";
"64";"2021";"2";"";
"64";"410";"3";"";
"64";"5861";"4";"1";
"64";"5862";"5";"";
"64";"5864";"6";"";
"64";"6997";"7";"";
"64";"6998";"8";"";
"64";"7001";"9";"";
"64";"7003";"10";"";
"64";"7004";"11";"";
"64";"7005";"12";"";
"64";"7006";"13";"";
"64";"9069";"14";"";
"64";"14397";"15";"";
"64";"14398";"16";"";
"64";"14399";"17";"";
"64";"16300";"18";"";
"65";"2020";"1";"";
"65";"4753";"2";"";
"65";"4754";"3";"1";
"65";"4755";"4";"";
"65";"4973";"5";"";
"65";"4974";"6";"";
"65";"5856";"7";"";
"65";"6816";"8";"";
"65";"6988";"9";"";
"65";"6989";"10";"";
"65";"6990";"11";"";
"65";"6991";"12";"";
"65";"6992";"13";"";
"65";"6993";"14";"";
"65";"6994";"15";"";
"65";"6995";"16";"";
"65";"6996";"17";"";
"65";"11151";"18";"";
"66";"15912";"1";"";
"66";"15911";"2";"";
"66";"14689";"3";"";
"66";"14691";"4";"";
"66";"14867";"5";"";
"66";"16252";"6";"";
"66";"16253";"7";"1";
"66";"16254";"8";"";
"66";"16255";"9";"";
"66";"16256";"10";"";
"67";"416";"1";"1";
"67";"10841";"2";"";
"69";"3463";"1";"";
"69";"5651";"2";"";
"69";"5652";"3";"";
"69";"9059";"4";"";
"69";"16760";"5";"";
"69";"16761";"6";"";
"69";"16762";"7";"";
"69";"16763";"8";"1";
"69";"19101";"9";"";
"70";"2715";"1";"1";
"70";"3551";"2";"";
"70";"1216";"3";"";
"70";"424";"4";"";
"70";"1217";"5";"";
"70";"1218";"6";"";
"70";"11481";"7";"";
"70";"11482";"8";"";
"72";"9291";"1";"";
"72";"9292";"2";"1";
"72";"10185";"3";"";
"72";"14533";"4";"";
"72";"14738";"5";"";
"73";"2638";"1";"";
"73";"4675";"2";"";
"73";"4676";"3";"";
"73";"9442";"4";"";
"73";"9443";"5";"";
"73";"9444";"6";"1";
"73";"9445";"7";"";
"73";"9446";"8";"";
"73";"9469";"9";"";
"73";"9470";"10";"";
"73";"9471";"11";"";
"73";"9472";"12";"";
"73";"14627";"13";"";
"74";"2121";"1";"";
"74";"649";"2";"1";
"74";"8770";"3";"";
"74";"8771";"4";"";
"74";"2122";"5";"";
"74";"10525";"6";"";
"74";"10524";"7";"";
"74";"10598";"8";"";
"74";"10597";"9";"";
"75";"18767";"1";"1";
"75";"18766";"2";"";
"75";"18765";"3";"";
"76";"637";"1";"";
"76";"639";"2";"";
"76";"645";"3";"";
"76";"646";"4";"";
"76";"14171";"5";"";
"76";"14550";"6";"1";
"77";"650";"1";"";
"77";"651";"2";"";
"77";"652";"3";"";
"77";"653";"4";"";
"77";"654";"5";"";
"77";"655";"6";"1";
"78";"4497";"1";"";
"78";"4498";"2";"";
"78";"5637";"3";"";
"78";"5638";"4";"";
"78";"5639";"5";"";
"78";"16370";"6";"";
"78";"16371";"7";"";
"78";"16372";"8";"1";
"80";"3677";"1";"";
"80";"3871";"2";"";
"80";"11972";"3";"";
"80";"11999";"4";"";
"80";"12000";"5";"";
"80";"12001";"6";"";
"80";"12002";"7";"1";
"80";"12003";"8";"";
"81";"8325";"1";"";
"81";"8326";"2";"1";
"81";"8329";"3";"";
"81";"8334";"4";"";
"81";"2424";"5";"";
"81";"8332";"6";"";
"81";"8333";"7";"";
"81";"620";"8";"";
"81";"8331";"9";"";
"81";"3673";"10";"";
"81";"8327";"11";"";
"81";"8328";"12";"";
"81";"8330";"13";"";
"81";"11362";"14";"";
"81";"11738";"15";"";
"81";"11739";"16";"";
"83";"627";"1";"";
"83";"4869";"2";"";
"83";"4870";"3";"1";
"83";"4871";"4";"";
"83";"5021";"5";"";
"83";"5859";"6";"";
"83";"14471";"7";"";
"83";"16838";"8";"";
"83";"18970";"9";"";
"85";"5525";"1";"";
"85";"5526";"2";"";
"85";"10258";"3";"";
"85";"10259";"4";"";
"85";"11263";"5";"";
"85";"11264";"6";"";
"85";"16904";"7";"";
"85";"16905";"8";"1";
"85";"16906";"9";"";
"85";"16907";"10";"";
"86";"635";"1";"";
"86";"11918";"2";"";
"86";"11919";"3";"1";
"86";"11920";"4";"";
"86";"11921";"5";"";
"87";"2076";"1";"";
"87";"3639";"2";"";
"87";"2078";"3";"";
"87";"2079";"4";"";
"87";"3095";"5";"";
"87";"4559";"6";"";
"87";"4863";"7";"";
"87";"4864";"8";"";
"87";"5479";"9";"";
"87";"8876";"10";"1";
"87";"8878";"11";"";
"87";"8879";"12";"";
"87";"8880";"13";"";
"87";"8881";"14";"";
"87";"8882";"15";"";
"87";"8883";"16";"";
"87";"8884";"17";"";
"87";"11629";"18";"";
"87";"11630";"19";"";
"87";"11631";"20";"";
"87";"14853";"21";"";
"88";"3633";"1";"";
"88";"3105";"2";"";
"88";"3103";"3";"";
"88";"3104";"4";"";
"88";"5246";"5";"";
"88";"5707";"6";"";
"88";"6087";"7";"";
"88";"6096";"8";"";
"88";"6097";"9";"";
"88";"6098";"10";"";
"88";"8422";"11";"";
"88";"9003";"12";"1";
"88";"17995";"13";"";
"88";"17996";"14";"";
"88";"17997";"15";"";
"88";"18790";"16";"";
"88";"19782";"17";"";
"89";"8871";"1";"1";
"89";"8872";"2";"";
"89";"8873";"3";"";
"89";"8874";"4";"";
"89";"8875";"5";"";
"89";"3783";"6";"";
"89";"3784";"7";"";
"89";"3782";"8";"";
"89";"11597";"9";"";
"89";"11598";"10";"";
"90";"5614";"1";"";
"90";"5615";"2";"";
"90";"1873";"3";"";
"90";"3635";"4";"";
"90";"1878";"5";"";
"90";"3772";"6";"";
"90";"4017";"7";"";
"90";"8840";"8";"1";
"90";"8841";"9";"";
"90";"8842";"10";"";
"93";"8546";"1";"1";
"93";"9121";"2";"";
"93";"9122";"3";"";
"93";"9123";"4";"";
"93";"9124";"5";"";
"95";"3498";"1";"";
"95";"3112";"2";"";
"95";"4542";"3";"";
"95";"4818";"4";"";
"95";"4819";"5";"1";
"95";"5060";"6";"";
"95";"7455";"7";"";
"95";"7462";"8";"";
"95";"8497";"9";"";
"95";"8498";"10";"";
"95";"8499";"11";"";
"95";"8500";"12";"";
"95";"8501";"13";"";
"95";"8974";"14";"";
"95";"8975";"15";"";
"95";"8976";"16";"";
"95";"8977";"17";"";
"95";"8978";"18";"";
"95";"8979";"19";"";
"95";"9261";"20";"";
"95";"11002";"21";"";
"95";"11165";"22";"";
"96";"3468";"1";"";
"96";"2869";"2";"1";
"96";"2871";"3";"";
"96";"5563";"4";"";
"97";"3621";"1";"";
"97";"3148";"2";"1";
"97";"2991";"3";"";
"97";"3047";"4";"";
"97";"2990";"5";"";
"97";"10557";"6";"";
"97";"14145";"7";"";
"97";"14146";"8";"";
"97";"14747";"9";"";
"98";"3933";"1";"";
"98";"5386";"2";"";
"98";"5387";"3";"";
"98";"9380";"4";"1";
"98";"9381";"5";"";
"98";"9382";"6";"";
"98";"9383";"7";"";
"98";"9384";"8";"";
"98";"9385";"9";"";
"98";"10561";"10";"";
"98";"10562";"11";"";
"99";"8469";"1";"";
"99";"8471";"2";"";
"99";"8472";"3";"";
"99";"8473";"4";"";
"99";"8536";"5";"1";
"99";"8537";"6";"";
"99";"8538";"7";"";
"99";"8539";"8";"";
"99";"8540";"9";"";
"99";"8541";"10";"";
"99";"8542";"11";"";
"99";"8989";"12";"";
"99";"15653";"13";"";
"99";"15654";"14";"";
"99";"15655";"15";"";
"99";"15656";"16";"";
"100";"496";"1";"";
"100";"497";"2";"";
"100";"499";"3";"";
"100";"5561";"4";"";
"100";"5562";"5";"";
"100";"11763";"6";"1";
"101";"3455";"1";"";
"101";"11768";"2";"";
"101";"11769";"3";"";
"101";"11770";"4";"";
"101";"11771";"5";"1";
"101";"11772";"6";"";
"101";"11773";"7";"";
"101";"11774";"8";"";
"102";"513";"1";"";
"102";"514";"2";"";
"102";"515";"3";"";
"102";"5088";"4";"";
"102";"5379";"5";"";
"102";"5597";"6";"";
"102";"5611";"7";"";
"102";"5790";"8";"";
"102";"7042";"9";"";
"102";"7043";"10";"";
"102";"7044";"11";"";
"102";"7045";"12";"";
"102";"7046";"13";"";
"102";"7047";"14";"";
"102";"7048";"15";"";
"102";"9210";"16";"";
"102";"15728";"17";"1";
"103";"2886";"1";"";
"103";"4857";"2";"";
"103";"4858";"3";"";
"103";"4859";"4";"";
"103";"4860";"5";"";
"103";"4861";"6";"";
"103";"4862";"7";"";
"103";"6870";"8";"1";
"104";"5087";"1";"";
"104";"5356";"2";"";
"104";"5595";"3";"";
"104";"5596";"4";"";
"104";"5600";"5";"";
"104";"5681";"6";"";
"104";"8431";"7";"";
"104";"8432";"8";"";
"104";"8433";"9";"";
"104";"8434";"10";"";
"104";"8435";"11";"";
"104";"8445";"12";"";
"104";"8446";"13";"";
"104";"8447";"14";"";
"104";"8448";"15";"";
"104";"8449";"16";"";
"104";"8455";"17";"";
"104";"8470";"18";"1";
"104";"17156";"19";"";
"104";"17157";"20";"";
"105";"2406";"1";"";
"105";"532";"2";"";
"105";"541";"3";"";
"105";"4319";"4";"";
"105";"5505";"5";"";
"105";"9211";"6";"";
"105";"9212";"7";"";
"105";"9213";"8";"";
"105";"10825";"9";"1";
"106";"3630";"1";"";
"106";"6537";"2";"";
"106";"6538";"3";"";
"106";"6539";"4";"";
"106";"6540";"5";"";
"106";"6541";"6";"1";
"106";"6542";"7";"";
"106";"6543";"8";"";
"106";"6544";"9";"";
"106";"6545";"10";"";
"106";"6546";"11";"";
"106";"10516";"12";"";
"106";"11737";"13";"";
"107";"485";"1";"1";
"107";"2958";"2";"";
"108";"4903";"1";"";
"108";"5617";"2";"";
"108";"5688";"3";"";
"108";"5691";"4";"";
"108";"5693";"5";"";
"108";"5695";"6";"";
"108";"5696";"7";"";
"108";"5700";"8";"";
"108";"5701";"9";"";
"108";"5702";"10";"";
"108";"5709";"11";"";
"108";"7301";"12";"";
"108";"8384";"13";"";
"108";"8385";"14";"";
"108";"8383";"15";"";
"108";"12995";"16";"";
"108";"12996";"17";"";
"108";"14786";"18";"";
"108";"14787";"19";"";
"108";"17142";"20";"";
"108";"17143";"21";"1";
"108";"17144";"22";"";
"108";"17145";"23";"";
"109";"2970";"1";"";
"109";"2971";"2";"";
"109";"2972";"3";"";
"109";"5235";"4";"";
"109";"5413";"5";"";
"109";"5684";"6";"";
"109";"8461";"7";"";
"109";"8463";"8";"";
"109";"8464";"9";"";
"109";"8465";"10";"";
"109";"8466";"11";"";
"109";"8467";"12";"";
"109";"8468";"13";"1";
"109";"8985";"14";"";
"109";"8986";"15";"";
"109";"9260";"16";"";
"109";"13497";"17";"";
"109";"13498";"18";"";
"109";"13499";"19";"";
"109";"13500";"20";"";
"109";"13501";"21";"";
"109";"19460";"22";"";
"110";"3766";"1";"";
"110";"2013";"2";"";
"110";"3301";"3";"";
"110";"468";"4";"";
"110";"4925";"5";"";
"110";"4926";"6";"";
"110";"5437";"7";"";
"110";"6262";"8";"";
"110";"6263";"9";"";
"110";"6264";"10";"";
"110";"6265";"11";"";
"110";"6266";"12";"";
"110";"6267";"13";"";
"110";"6269";"14";"";
"110";"6270";"15";"";
"110";"6271";"16";"";
"110";"6272";"17";"";
"110";"6273";"18";"";
"110";"6275";"19";"";
"110";"6277";"20";"";
"110";"6279";"21";"";
"110";"6281";"22";"";
"110";"6283";"23";"";
"110";"6284";"24";"";
"110";"6285";"25";"";
"110";"6286";"26";"";
"110";"6287";"27";"";
"110";"6288";"28";"";
"110";"6289";"29";"";
"110";"6292";"30";"";
"110";"6294";"31";"";
"110";"6295";"32";"";
"110";"6296";"33";"";
"110";"6297";"34";"";
"110";"6298";"35";"";
"110";"7454";"36";"";
"110";"7556";"37";"1";
"110";"8915";"38";"";
"110";"12573";"39";"";
"111";"4068";"1";"";
"111";"4897";"2";"";
"111";"4944";"3";"";
"111";"5313";"4";"";
"111";"5428";"5";"";
"111";"7295";"6";"";
"111";"7296";"7";"";
"111";"7297";"8";"";
"111";"7298";"9";"";
"111";"7784";"10";"";
"111";"7785";"11";"";
"111";"7790";"12";"";
"111";"7791";"13";"";
"111";"7793";"14";"";
"111";"7795";"15";"";
"111";"7796";"16";"";
"111";"7804";"17";"";
"111";"7808";"18";"";
"111";"7810";"19";"";
"111";"7812";"20";"";
"111";"7813";"21";"";
"111";"7814";"22";"";
"111";"8272";"23";"";
"111";"8421";"24";"";
"111";"9296";"25";"";
"111";"11163";"26";"";
"111";"11164";"27";"";
"111";"13533";"28";"1";
"111";"13534";"29";"";
"111";"13536";"30";"";
"111";"13537";"31";"";
"111";"13538";"32";"";
"111";"14731";"33";"";
"112";"2955";"1";"";
"112";"3790";"2";"";
"112";"3793";"3";"";
"112";"9026";"4";"";
"112";"9045";"5";"1";
"112";"9046";"6";"";
"113";"5764";"1";"";
"113";"5765";"2";"";
"113";"5762";"3";"1";
"113";"5761";"4";"";
"113";"5766";"5";"";
"113";"5767";"6";"";
"113";"5228";"7";"";
"113";"2895";"8";"";
"113";"5229";"9";"";
"113";"2957";"10";"";
"113";"4519";"11";"";
"113";"4648";"12";"";
"113";"5763";"13";"";
"113";"5781";"14";"";
"113";"8259";"15";"";
"113";"8260";"16";"";
"113";"8261";"17";"";
"113";"8263";"18";"";
"113";"8264";"19";"";
"113";"8265";"20";"";
"113";"8266";"21";"";
"113";"8267";"22";"";
"113";"8268";"23";"";
"113";"8269";"24";"";
"113";"8270";"25";"";
"113";"8271";"26";"";
"113";"8280";"27";"";
"113";"8392";"28";"";
"113";"8393";"29";"";
"113";"8394";"30";"";
"113";"8397";"31";"";
"113";"8398";"32";"";
"113";"8423";"33";"";
"113";"9302";"34";"";
"113";"8396";"35";"";
"114";"2802";"1";"1";
"114";"2073";"2";"";
"114";"2147";"3";"";
"114";"2074";"4";"";
"114";"2146";"5";"";
"115";"2892";"1";"";
"115";"4456";"2";"";
"115";"5315";"3";"";
"115";"12822";"4";"1";
"115";"13063";"5";"";
"115";"13064";"6";"";
"115";"14430";"7";"";
"115";"14431";"8";"";
"115";"14432";"9";"";
"116";"2491";"1";"";
"116";"2139";"2";"";
"116";"2136";"3";"";
"116";"2138";"4";"";
"116";"3091";"5";"";
"116";"3101";"6";"";
"116";"4539";"7";"";
"116";"4548";"8";"";
"116";"5248";"9";"";
"116";"5249";"10";"";
"116";"5250";"11";"";
"116";"5430";"12";"";
"116";"9300";"13";"";
"116";"9301";"14";"";
"116";"16973";"15";"1";
"125";"366";"1";"1";
"137";"4775";"1";"";
"137";"4776";"2";"1";
"137";"4777";"3";"";
"137";"4778";"4";"";
"335";"3012";"1";"";
"335";"3125";"2";"";
"335";"3137";"3";"";
"335";"8565";"4";"";
"335";"8566";"5";"1";
"335";"8567";"6";"";
"336";"4214";"1";"";
"336";"4215";"2";"";
"336";"6585";"3";"";
"336";"6587";"4";"1";
"336";"6588";"5";"";
"336";"6589";"6";"";
"336";"6590";"7";"";
"336";"6598";"8";"";
"336";"6599";"9";"";
"336";"6600";"10";"";
"336";"6601";"11";"";
"336";"6602";"12";"";
"336";"6603";"13";"";
"336";"6604";"14";"";
"336";"6874";"15";"";
"336";"7191";"16";"";
"339";"4500";"1";"";
"339";"9287";"2";"";
"339";"9288";"3";"";
"339";"9289";"4";"";
"339";"9331";"5";"";
"339";"9332";"6";"1";
"339";"9333";"7";"";
"339";"9334";"8";"";
"339";"9335";"9";"";
"339";"11325";"10";"";
"339";"11326";"11";"";
"340";"13129";"1";"";
"340";"13130";"2";"";
"340";"13131";"3";"1";
"340";"13132";"4";"";
"340";"15757";"5";"";
"340";"19165";"6";"";
"340";"19166";"7";"";
"341";"3796";"1";"1";
"341";"3794";"2";"";
"341";"3795";"3";"";
"341";"4832";"4";"";
"341";"4833";"5";"";
"351";"992";"1";"1";
"351";"993";"2";"";
"353";"996";"1";"1";
"365";"1007";"1";"";
"365";"9859";"2";"1";
"366";"1009";"1";"1";
"367";"1010";"1";"";
"367";"1011";"2";"1";
"386";"1038";"1";"1";
"387";"1035";"1";"1";
"387";"1036";"2";"";
"387";"1037";"3";"";
"389";"1043";"1";"1";
"390";"1044";"1";"1";
"391";"1045";"1";"";
"391";"1046";"2";"1";
"392";"1047";"1";"1";
"393";"1048";"1";"1";
"393";"1049";"2";"";
"394";"1050";"1";"";
"394";"1051";"2";"";
"394";"1052";"3";"1";
"395";"1053";"1";"";
"395";"1054";"2";"1";
"395";"1055";"3";"";
"396";"1056";"1";"1";
"397";"1057";"1";"";
"397";"1058";"2";"";
"397";"1059";"3";"1";
"398";"1060";"1";"";
"398";"1061";"2";"1";
"400";"1306";"1";"1";
"439";"4772";"1";"1";
"441";"1073";"1";"1";
"442";"2617";"1";"1";
"443";"11045";"1";"";
"443";"11046";"2";"";
"443";"11047";"3";"1";
"443";"11048";"4";"";
"443";"11049";"5";"";
"446";"2143";"1";"";
"446";"1654";"2";"";
"446";"2144";"3";"";
